id,category,severity,urgency,expected_action,english,hindi,odia,hindi_transliteration,odia_transliteration,english_keywords,hindi_keywords,odia_keywords,notes
ILRC_043,Immediate_Danger,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"Right now, I am not safe here I am scared.","अभी, मैं यहाँ सुरक्षित नहीं हूँ। मैं डरा/डरी हूँ।","ଏବେ, ମୁଁ ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ। ମୁଁ ଭୟଭୀତ।",abhi main यहाँ सुरक्षित nahin hoon main dara/dari hoon,ebe mun ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ mun bhayabhita,not safe,not safe,ସୁରକ୍ଷିତ ନୁହେଁ,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_044,Immediate_Danger,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I need help because I am not safe here I need help.,मुझे मदद चाहिए क्योंकि मैं यहाँ सुरक्षित नहीं हूँ। मुझे मदद चाहिए।,ମୋତେ ସାହାଯ୍ୟ ଦରକାର କାରଣ ମୁଁ ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ। ମୋତେ ସାହାଯ୍ୟ ଦରକାର।,mujhe madad chahiye kyonki main यहाँ सुरक्षित nahin hoon mujhe madad chahiye,mote sahayya darkar karana mun ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ mote sahayya darkar,not safe,not safe,ସୁରକ୍ଷିତ ନୁହେଁ,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_045,Immediate_Danger,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"Please understand, I am not safe here This is urgent.","कृपया समझिए, मैं यहाँ सुरक्षित नहीं हूँ। यह जरूरी है।","ଦୟାକରି ବୁଝନ୍ତୁ, ମୁଁ ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ। ଏହା ଜରୁରୀ।",kripaya samajhiye main यहाँ सुरक्षित nahin hoon yah zaroori hai,dayakari bujhantu mun ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ eha jaruri,not safe,not safe,ସୁରକ୍ଷିତ ନୁହେଁ,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_046,Immediate_Danger,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I am scared: I am not safe here Please stay with me.,मैं डरा/डरी हूँ: मैं यहाँ सुरक्षित नहीं हूँ। कृपया मेरे साथ रहें।,ମୁଁ ଭୟଭୀତ: ମୁଁ ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ। ଦୟାକରି ମୋ ସହିତ ରୁହନ୍ତୁ।,main dara/dari hoon main यहाँ सुरक्षित nahin hoon kripaya मेरे saath rahen,mun bhayabhita mun ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ dayakari mo sahita ruhhantu,not safe,not safe,ସୁରକ୍ଷିତ ନୁହେଁ,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_047,Immediate_Danger,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,This is urgent: I am not safe here I cannot handle this alone.,यह जरूरी है: मैं यहाँ सुरक्षित नहीं हूँ। मैं इसे अकेले नहीं संभाल सकता/सकती।,ଏହା ଜରୁରୀ: ମୁଁ ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ। ମୁଁ ଏହାକୁ ଏକାକୀ ସମ୍ଭାଳିପାରୁନାହିଁ।,yah zaroori hai main यहाँ सुरक्षित nahin hoon main ise akele nahin sambhal sakta/sakti,eha jaruri mun ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ mun ଏହାକୁ ekaki sambhaliparunahin,not safe,not safe,ସୁରକ୍ଷିତ ନୁହେଁ,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_048,Immediate_Danger,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,Please act now: I am not safe here Please do not ignore me.,कृपया अभी कार्रवाई करें: मैं यहाँ सुरक्षित नहीं हूँ। कृपया मुझे अनदेखा न करें।,ଦୟାକରି ଏବେ କାର୍ଯ୍ୟ କରନ୍ତୁ: ମୁଁ ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ। ଦୟାକରି ମୋତେ ଅଣଦେଖା କରନ୍ତୁ ନାହିଁ।,kripaya abhi karvai karen main यहाँ सुरक्षित nahin hoon kripaya mujhe andekha na karen,dayakari ebe karya karantu mun ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ dayakari mote anadekha karantu nahin,not safe,not safe,ସୁରକ୍ଷିତ ନୁହେଁ,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_049,Immediate_Danger,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I need immediate help: I am not safe here I need someone to help.,मुझे तुरंत मदद चाहिए: मैं यहाँ सुरक्षित नहीं हूँ। मुझे किसी की मदद चाहिए।,ମୋତେ ତୁରନ୍ତ ସାହାଯ୍ୟ ଦରକାର: ମୁଁ ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ। ମୋତେ କାହାରୋ ସାହାଯ୍ୟ ଦରକାର।,mujhe turant madad chahiye main यहाँ सुरक्षित nahin hoon mujhe kisi ki madad chahiye,mote ତୁରନ୍ତ sahayya darkar mun ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ mote kaharo sahayya darkar,not safe,not safe,ସୁରକ୍ଷିତ ନୁହେଁ,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_050,Immediate_Danger,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"For my safety, I am not safe here Please take this seriously.","मेरी सुरक्षा के लिए, मैं यहाँ सुरक्षित नहीं हूँ। कृपया इसे गंभीरता से लें।","ମୋ ସୁରକ୍ଷା ପାଇଁ, ମୁଁ ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ। ଦୟାକରି ଏହାକୁ ଗମ୍ଭୀରତାର ସହ ନିଅନ୍ତୁ।",meri suraksha ke liye main यहाँ सुरक्षित nahin hoon kripaya ise gambhirta se len,mo surakshya pain mun ଏଠାରେ ସୁରକ୍ଷିତ ନୁହେଁ dayakari ଏହାକୁ ଗମ୍ଭୀରତାର ସହ niantu,not safe,not safe,ସୁରକ୍ଷିତ ନୁହେଁ,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_051,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,Someone is hitting me.,कोई मुझे मार रहा है।,କେହି ମୋତେ ମାରୁଛି।,कोई mujhe मार रहा hai,କେହି mote ମାରୁଛି,"hitting, attack","hitting, attack",ମାରୁଛି,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_052,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,Please Someone is hitting me Please help.,कृपया कोई मुझे मार रहा है। कृपया मदद करें।,ଦୟାକରି କେହି ମୋତେ ମାରୁଛି। ଦୟାକରି ସାହାଯ୍ୟ କରନ୍ତୁ।,kripaya कोई mujhe मार रहा hai kripaya madad karen,dayakari କେହି mote ମାରୁଛି dayakari sahayya karantu,"hitting, attack","hitting, attack",ମାରୁଛି,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_053,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"Right now, Someone is hitting me I am scared.","अभी, कोई मुझे मार रहा है। मैं डरा/डरी हूँ।","ଏବେ, କେହି ମୋତେ ମାରୁଛି। ମୁଁ ଭୟଭୀତ।",abhi कोई mujhe मार रहा hai main dara/dari hoon,ebe କେହି mote ମାରୁଛି mun bhayabhita,"hitting, attack","hitting, attack",ମାରୁଛି,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_054,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I need help because Someone is hitting me I need help.,मुझे मदद चाहिए क्योंकि कोई मुझे मार रहा है। मुझे मदद चाहिए।,ମୋତେ ସାହାଯ୍ୟ ଦରକାର କାରଣ କେହି ମୋତେ ମାରୁଛି। ମୋତେ ସାହାଯ୍ୟ ଦରକାର।,mujhe madad chahiye kyonki कोई mujhe मार रहा hai mujhe madad chahiye,mote sahayya darkar karana କେହି mote ମାରୁଛି mote sahayya darkar,"hitting, attack","hitting, attack",ମାରୁଛି,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_055,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"Please understand, Someone is hitting me This is urgent.","कृपया समझिए, कोई मुझे मार रहा है। यह जरूरी है।","ଦୟାକରି ବୁଝନ୍ତୁ, କେହି ମୋତେ ମାରୁଛି। ଏହା ଜରୁରୀ।",kripaya samajhiye कोई mujhe मार रहा hai yah zaroori hai,dayakari bujhantu କେହି mote ମାରୁଛି eha jaruri,"hitting, attack","hitting, attack",ମାରୁଛି,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_056,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I am scared: Someone is hitting me Please stay with me.,मैं डरा/डरी हूँ: कोई मुझे मार रहा है। कृपया मेरे साथ रहें।,ମୁଁ ଭୟଭୀତ: କେହି ମୋତେ ମାରୁଛି। ଦୟାକରି ମୋ ସହିତ ରୁହନ୍ତୁ।,main dara/dari hoon कोई mujhe मार रहा hai kripaya मेरे saath rahen,mun bhayabhita କେହି mote ମାରୁଛି dayakari mo sahita ruhhantu,"hitting, attack","hitting, attack",ମାରୁଛି,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_057,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,This is urgent: Someone is hitting me I cannot handle this alone.,यह जरूरी है: कोई मुझे मार रहा है। मैं इसे अकेले नहीं संभाल सकता/सकती।,ଏହା ଜରୁରୀ: କେହି ମୋତେ ମାରୁଛି। ମୁଁ ଏହାକୁ ଏକାକୀ ସମ୍ଭାଳିପାରୁନାହିଁ।,yah zaroori hai कोई mujhe मार रहा hai main ise akele nahin sambhal sakta/sakti,eha jaruri କେହି mote ମାରୁଛି mun ଏହାକୁ ekaki sambhaliparunahin,"hitting, attack","hitting, attack",ମାରୁଛି,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_058,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,Please act now: Someone is hitting me Please do not ignore me.,कृपया अभी कार्रवाई करें: कोई मुझे मार रहा है। कृपया मुझे अनदेखा न करें।,ଦୟାକରି ଏବେ କାର୍ଯ୍ୟ କରନ୍ତୁ: କେହି ମୋତେ ମାରୁଛି। ଦୟାକରି ମୋତେ ଅଣଦେଖା କରନ୍ତୁ ନାହିଁ।,kripaya abhi karvai karen कोई mujhe मार रहा hai kripaya mujhe andekha na karen,dayakari ebe karya karantu କେହି mote ମାରୁଛି dayakari mote anadekha karantu nahin,"hitting, attack","hitting, attack",ମାରୁଛି,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_059,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I need immediate help: Someone is hitting me I need someone to help.,मुझे तुरंत मदद चाहिए: कोई मुझे मार रहा है। मुझे किसी की मदद चाहिए।,ମୋତେ ତୁରନ୍ତ ସାହାଯ୍ୟ ଦରକାର: କେହି ମୋତେ ମାରୁଛି। ମୋତେ କାହାରୋ ସାହାଯ୍ୟ ଦରକାର।,mujhe turant madad chahiye कोई mujhe मार रहा hai mujhe kisi ki madad chahiye,mote ତୁରନ୍ତ sahayya darkar କେହି mote ମାରୁଛି mote kaharo sahayya darkar,"hitting, attack","hitting, attack",ମାରୁଛି,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_060,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"For my safety, Someone is hitting me Please take this seriously.","मेरी सुरक्षा के लिए, कोई मुझे मार रहा है। कृपया इसे गंभीरता से लें।","ମୋ ସୁରକ୍ଷା ପାଇଁ, କେହି ମୋତେ ମାରୁଛି। ଦୟାକରି ଏହାକୁ ଗମ୍ଭୀରତାର ସହ ନିଅନ୍ତୁ।",meri suraksha ke liye कोई mujhe मार रहा hai kripaya ise gambhirta se len,mo surakshya pain କେହି mote ମାରୁଛି dayakari ଏହାକୁ ଗମ୍ଭୀରତାର ସହ niantu,"hitting, attack","hitting, attack",ମାରୁଛି,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_061,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I am being attacked.,मुझ पर हमला हो रहा है।,ମୋ ଉପରେ ଆକ୍ରମଣ ହେଉଛି।,मुझ पर हमला हो रहा hai,mo ଉପରେ ଆକ୍ରମଣ ହେଉଛି,attack,attack,ଆକ୍ରମଣ,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_062,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,Please I am being attacked Please help.,कृपया मुझ पर हमला हो रहा है। कृपया मदद करें।,ଦୟାକରି ମୋ ଉପରେ ଆକ୍ରମଣ ହେଉଛି। ଦୟାକରି ସାହାଯ୍ୟ କରନ୍ତୁ।,kripaya मुझ पर हमला हो रहा hai kripaya madad karen,dayakari mo ଉପରେ ଆକ୍ରମଣ ହେଉଛି dayakari sahayya karantu,attack,attack,ଆକ୍ରମଣ,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_063,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"Right now, I am being attacked I am scared.","अभी, मुझ पर हमला हो रहा है। मैं डरा/डरी हूँ।","ଏବେ, ମୋ ଉପରେ ଆକ୍ରମଣ ହେଉଛି। ମୁଁ ଭୟଭୀତ।",abhi मुझ पर हमला हो रहा hai main dara/dari hoon,ebe mo ଉପରେ ଆକ୍ରମଣ ହେଉଛି mun bhayabhita,attack,attack,ଆକ୍ରମଣ,Synthetic evaluation phrase; native-speaker validation recommended.
ILRC_064,Physical_Assault,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I need help because I am being attacked I need help.,मुझे मदद चाहिए क्योंकि मुझ पर हमला हो रहा है। मुझे मदद चाहिए।,ମୋତେ ସାହାଯ୍ୟ ଦରକାର କାରଣ ମୋ ଉପରେ ଆକ୍ରମଣ ହେଉଛି। ମୋତେ ସାହାଯ୍ୟ ଦରକାର।,mujhe madad chahiye kyonki मुझ पर हमला हो रहा hai mujhe madad chahiye,mote sahayya darkar karana mo ଉପରେ ଆକ୍ରମଣ ହେଉଛି mote sahayya darkar,attack,attack,ଆକ୍ରମଣ,Synthetic evaluation phrase; native-speaker validation recommended.
